Країна,Розділ,Розділ (скор.),Рік,Експорт (тис. дол. США)
Малі,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2024,0.0
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2016,3.5
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2017,2.1
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2018,4.9
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2019,14.4
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2020,0.0
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2021,1.1
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2022,0.0
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2023,0.0
Малі,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2024,0.0
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2016,35.3
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2017,0.0
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2018,158.9
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2019,212.7
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2020,206.0
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2021,499.1
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2022,505.3
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2023,189.3
Малі,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2024,0.0
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2016,15.5
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2017,52.1
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2018,34.5
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2019,186.7
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2020,343.1
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2021,371.8
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2022,13.0
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2023,52.599999999999994
Малі,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2024,989.0999999999999
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2016,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2017,11.8
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2018,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2019,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2020,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2021,0.1
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2022,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2023,0.0
Малі,"Розділ ІX Деревина і вироби з деревини; деревне вугілля; корок та вироби з нього; вироби із соломи, альфи та інших матеріалів для плетіння; кошикові та інші плетені вироби",IX. Деревина та вироби з неї,2024,0.0
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2016,0.0
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2017,787.7
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2018,5603.4
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2019,3159.5
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2020,0.0
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2021,2542.4
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2022,13.3
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2023,0.0
Малі,Розділ ІІ Продукти рослинного походження,II. Продукти рослинного походження,2024,0.0
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2016,0.0
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2017,0.0
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2018,34.1
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2019,21.5
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2020,26.0
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2021,71.8
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2022,39.9
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2023,0.0
Малі,Розділ ІІІ Жири та олії тваринного або рослинного походження; продукти їх розщеплення; готові харчові жири; воски тваринного або рослинного походження,III. Жири та олії,2024,0.0
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2016,51.099999999999994
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2017,49.6
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2018,52.3
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2019,441.0
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2020,221.2
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2021,958.5
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2022,358.0
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2023,0.0
Марокко,Розділ V Мінеральні продукти,V. Мінеральні продукти,2024,0.0
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2016,3240.6
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2017,3702.5
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2018,2924.7999999999997
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2019,2359.6
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2020,3645.1
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2021,487.0
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2022,154.1
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2023,32.1
Марокко,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2024,163.0
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2016,6.5
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2017,109.89999999999999
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2018,296.1
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2019,1609.8999999999999
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2020,1003.4
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2021,21259.0
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2022,5754.900000000001
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2023,27.599999999999998
Марокко,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2024,69.30000000000001
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2016,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2017,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2018,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2019,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2020,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2021,1.6
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2022,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2023,0.0
Марокко,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2024,0.0
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2016,223.29999999999998
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2017,1251.9
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2018,2070.9
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2019,29.2
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2020,0.0
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2021,258.0
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2022,2.4
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2023,15.2
Марокко,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2024,0.0
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2016,25371.6
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2017,6953.5
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2018,13110.6
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2019,13877.8
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2020,8242.4
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2021,46142.9
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2022,12265.599999999999
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2023,7163.7
Марокко,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2024,24911.3
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2016,372.40000000000003
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2017,260.3
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2018,518.1
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2019,4401.599999999999
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2020,6562.5
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2021,10130.9
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2022,2478.5
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2023,1155.0
Марокко,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2024,829.1
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2016,0.0
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2017,0.0
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2018,0.0
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2019,184.0
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2020,3.4
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2021,132.1
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2022,962.2
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2023,974.6
Марокко,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2024,48.4
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2016,55.7
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2017,190.0
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2018,274.6
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2019,1981.0
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2020,704.8
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2021,2049.9
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2022,602.1
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2023,108.1
Марокко,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2024,134.9
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2016,60.0
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2017,765.7
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2018,2505.6000000000004
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2019,1270.6
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2020,223.5
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2021,303.90000000000003
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2022,17.799999999999997
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2023,6.2
Марокко,Розділ XX Різні промислові товари,XX. Різні промислові товари,2024,96.10000000000001
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2016,2000.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2017,0.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2018,0.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2019,0.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2020,15859.7
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2021,54379.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2022,0.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2023,0.0
Марокко,Розділ XXІІ Товари придбані в портах,"XXII. Товари, придбані в портах",2024,0.0
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2016,0.0
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2017,0.0
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2018,0.0
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2019,69.3
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2020,1.6
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2021,0.7
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2022,0.0
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2023,0.2
Марокко,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2024,16.3
Марокко,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2016,0.0
Марокко,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2017,0.0
Марокко,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2018,0.0
